https://locking-app-adverds.000webhostapp.com/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,1,-1,-1,1,1,-1,-1,-1,-1,yes
https://mxtoolbox.com/public/upgradev2.aspx?ps=03eaebd0-170a-4142-a7e3-6bf26229494f&abt_id=ab-217b&abt_var=control&bh=bh-1&s0=bldc&s1=mdc-2&s2=mfm-2&utm_expid=.40ubxpatqrknvssdciofqg.1&utm_referrer=https%3a%2f%2fmxtoolbox.com%2fsupertool.aspx%3faction%3dblacklist%253aprodact.io%26run%3dtoolpage,0,-1,-1,-1,-1,-1,-1,-1,-1,no
http://parolishop.com.br/questionreviews.htm,0,-1,-1,-1,-1,-1,-1,-1,-1,yes
http://innovate.ieee.org/innovate/35675?lt=xpllg_xpl_bold728x90_q3.16_ft_subpage,1,-1,-1,-1,-1,-1,-1,-1,-1,no
http://ietbhaddal.edu.in/bb.mobile/mobile/index.php,0,-1,-1,-1,-1,-1,1,-1,-1,yes
http://www.vivianmaier.com/film-finding-vivian-maier/,1,-1,-1,-1,-1,-1,-1,-1,-1,no
http://smokesonstate.com/gssss/gssss/27560bea886c96f3aac10ec0ff159568,-1,-1,-1,-1,-1,-1,1,-1,-1,yes
http://effbot.org/zone/python-list.htm,0,-1,-1,-1,-1,-1,-1,-1,-1,no
http://apply.ycombinator.com/,1,-1,-1,-1,-1,-1,-1,-1,-1,no
http://www.hbo.com/movies/furious-7,1,-1,-1,-1,-1,-1,-1,-1,-1,no
https://customer.xfinity.com/#/billing,1,-1,-1,-1,-1,-1,-1,-1,-1,no
https://doc-0g-3k-docs.googleusercontent.com/docs/securesc/kumn1m6dungjar1r06h634l1i8hrpmuo/02q0u6hrk6sjfth3gf0nvns8o1opdrnv/1504346400000/17293357445702437972/17293357445702437972/0b6vksvkknm_8zmi5cdf4cunxdk0?e=download,1,-1,-1,1,-1,-1,1,-1,-1,no
https://info5188fb900177e.000webhostapp.com/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,-1,-1,-1,-1,1,-1,-1,-1,-1,yes
http://www.hbrumenterprises.ca/log/doc/td%20fud/234c59b12081201f68dea1f6044a68ba/confirm.html,1,-1,-1,-1,1,-1,-1,-1,-1,yes
